,id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label,car_maker,Color Dutch,Color English,class,average price,car_make,country,class_rank
7894,9887,3 (2K-5K),peugeot,2003,245906,109.0,stationwagon,grijs,benzine,Handgeschakeld,4.0,4.0,1587.0,1299.0,11.9,182.0,7.0,82.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France,3
7895,9888,2 (1K-2K),opel,2002,122758,75.0,hatchback,blauw,benzine,Handgeschakeld,3.0,4.0,1199.0,1025.0,14.6,170.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,opel,blauw,Blue,2 (1K-2K),1500.0,opel,Germany,2
7896,9889,4 (5K-10K),seat,2010,175472,105.0,stationwagon,blauw,benzine,Handgeschakeld,5.0,4.0,1197.0,1295.0,11.6,184.0,5.0,36.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,blauw,Blue,4 (5K-10K),7500.0,seat,Spain,4
7897,9890,2 (1K-2K),jaguar,1999,328816,238.0,sedan,blauw,benzine,Handgeschakeld,4.0,6.0,2967.0,1605.0,8.0,234.0,5.0,186.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jaguar,blauw,Blue,2 (1K-2K),1500.0,jaguar,United Kingdom,2
7898,9891,6 (> 15K),volkswagen,2014,73504,122.0,hatchback,zwart,benzine,Handgeschakeld,5.0,4.0,1395.0,1147.0,9.3,203.0,5.0,27.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,6 (> 15K),,volkswagen,Germany,6
7899,9892,3 (2K-5K),volkswagen,2007,200087,102.0,sedan,grijs,benzine,Automaat,4.0,4.0,1595.0,1282.0,13.3,183.0,5.0,99.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany,3
7900,9893,6 (> 15K),volkswagen,2014,73504,122.0,hatchback,zwart,benzine,Handgeschakeld,5.0,4.0,1395.0,1147.0,9.3,203.0,5.0,27.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,6 (> 15K),,volkswagen,Germany,6
7901,9894,2 (1K-2K),ford,2005,85900,69.0,hatchback,blauw,benzine,Handgeschakeld,3.0,4.0,1299.0,862.0,14.1,167.0,4.0,58.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,blauw,Blue,2 (1K-2K),1500.0,ford,United States,2
7902,9895,4 (5K-10K),peugeot,2010,167666,120.0,stationwagon,grijs,benzine,Handgeschakeld,5.0,4.0,1598.0,1295.0,11.5,189.0,5.0,51.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France,4
7903,9896,3 (2K-5K),opel,2008,188927,75.0,mpv,grijs,diesel,Handgeschakeld,4.0,4.0,1248.0,1135.0,14.5,163.0,5.0,23.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,3 (2K-5K),2500.0,opel,Germany,3
7904,9897,2 (1K-2K),chrysler,2002,145002,141.0,hatchback,grijs,benzine,Handgeschakeld,5.0,4.0,1996.0,1325.0,9.6,190.0,5.0,100.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chrysler,grijs,Gray,2 (1K-2K),1500.0,chrysler,United States,2
7905,9898,3 (2K-5K),suzuki,2011,121304,68.0,hatchback,grijs,benzine,Handgeschakeld,5.0,3.0,996.0,830.0,14.0,155.0,4.0,7.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suzuki,grijs,Gray,3 (2K-5K),2500.0,suzuki,Japan,3
7906,9899,4 (5K-10K),škoda,2008,142104,102.0,hatchback,grijs,benzine,Handgeschakeld,5.0,4.0,1595.0,1230.0,12.0,190.0,5.0,80.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,grijs,Gray,4 (5K-10K),7500.0,skoda,Czech Republic,4
7907,9900,2 (1K-2K),renault,2001,170427,207.0,stationwagon,grijs,benzine,Automaat,4.0,6.0,2946.0,,83.0,,5.0,,Euro3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,renault,grijs,Gray,2 (1K-2K),1500.0,renault,France,2
7908,9901,3 (2K-5K),opel,2005,272880,101.0,stationwagon,grijs,benzine,Handgeschakeld,4.0,4.0,1598.0,,,176.0,7.0,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,opel,grijs,Gray,3 (2K-5K),2500.0,opel,Germany,3
7909,9902,2 (1K-2K),fiat,2004,152333,60.0,hatchback,wit,benzine,Handgeschakeld,2.0,4.0,1242.0,,,155.0,5.0,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,fiat,wit,White,2 (1K-2K),1500.0,fiat,Italy,2
7910,9903,6 (> 15K),nissan,2012,149718,117.0,,grijs,benzine,Handgeschakeld,,4.0,1598.0,1225.0,11.9,181.0,5.0,43.0,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,nissan,grijs,Gray,6 (> 15K),,nissan,Japan,6
7911,9904,1 (< 1K),s40,1999,239945,125.0,sedan,blauw,benzine,Handgeschakeld,4.0,4.0,1834.0,1290.0,10.5,200.0,5.0,68.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,blauw,Blue,1 (< 1K),500.0,,,1
7912,9905,2 (1K-2K),307,2002,234100,109.0,hatchback,blauw,benzine,Handgeschakeld,5.0,4.0,1587.0,1168.0,10.7,190.0,5.0,73.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,blauw,Blue,2 (1K-2K),1500.0,,,2
7913,9906,6 (> 15K),kia,2014,79871,135.0,mpv,grijs,benzine,Handgeschakeld,5.0,4.0,1591.0,1383.0,11.0,185.0,7.0,53.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kia,grijs,Gray,6 (> 15K),,kia,South Korea,6
7914,9907,4 (5K-10K),volkswagen,2006,123452,170.0,hatchback,zwart,benzine,Automaat,5.0,4.0,1390.0,1299.0,7.9,220.0,5.0,76.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,4 (5K-10K),7500.0,volkswagen,Germany,4
7915,9908,4 (5K-10K),peugeot,2015,21543,68.0,hatchback,grijs,benzine,Handgeschakeld,5.0,3.0,998.0,815.0,,,4.0,255.0,Euro5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France,4
7916,9909,6 (> 15K),volvo,2012,149250,150.0,stationwagon,zwart,benzine,Handgeschakeld,5.0,4.0,1596.0,1437.0,9.6,200.0,5.0,43.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,6 (> 15K),,volvo,South Korea,6
7917,9910,3 (2K-5K),volkswagen,1999,140760,116.0,hatchback,grijs,benzine,Handgeschakeld,3.0,4.0,1984.0,1260.0,11.6,179.0,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany,3
7918,9911,6 (> 15K),nissan,2014,54667,116.0,,wit,benzine,Handgeschakeld,,4.0,1197.0,1250.0,10.6,185.0,5.0,33.0,Euro6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,nissan,wit,White,6 (> 15K),,nissan,Japan,6
7919,9912,5 (10K-15K),hyundai,2014,42289,101.0,hatchback,wit,benzine,Handgeschakeld,5.0,4.0,1396.0,1160.0,13.0,182.0,5.0,43.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hyundai,wit,White,,,hyundai,South Korea,5
7920,9913,2 (1K-2K),daihatsu,2002,112066,56.0,hatchback,grijs,benzine,Handgeschakeld,5.0,3.0,989.0,790.0,15.0,140.0,4.0,40.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,daihatsu,grijs,Gray,2 (1K-2K),1500.0,daihatsu,Japan,2
7921,9914,2 (1K-2K),peugeot,2000,214655,75.0,hatchback,groen,benzine,Handgeschakeld,4.0,4.0,1360.0,,99.9,,5.0,,Euro2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,peugeot,groen,Green,2 (1K-2K),1500.0,peugeot,France,2
7922,9916,3 (2K-5K),nissan,2004,131145,82.0,hatchback,groen,benzine,Handgeschakeld,5.0,4.0,1240.0,955.0,13.9,167.0,5.0,47.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nissan,groen,Green,3 (2K-5K),2500.0,nissan,Japan,3
7923,9917,2 (1K-2K),peugeot,2004,198653,90.0,stationwagon,zwart,diesel,,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,peugeot,zwart,Black,2 (1K-2K),1500.0,peugeot,France,2
7924,9920,3 (2K-5K),renault,2002,143467,116.0,hatchback,blauw,benzine,Automaat,4.0,4.0,1783.0,1290.0,12.9,190.0,5.0,103.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,renault,blauw,Blue,3 (2K-5K),2500.0,renault,France,3
7925,9921,4 (5K-10K),volkswagen,2009,105900,,mpv,grijs,benzine,Automaat,5.0,6.0,3600.0,,,,5.0,,,1,0,0,0,0,0,0,0,1,1,1,0,1,1,volkswagen,grijs,Gray,4 (5K-10K),7500.0,volkswagen,Germany,4
7926,9923,1 (< 1K),citroen,1998,167487,50.0,hatchback,rood,benzine,Handgeschakeld,2.0,4.0,954.0,780.0,20.8,149.0,5.0,53.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,citroen,rood,Red,1 (< 1K),500.0,citroen,France,1
7927,9924,2 (1K-2K),bmw,1998,563,150.0,stationwagon,zwart,benzine,Handgeschakeld,5.0,6.0,1991.0,1480.0,10.6,212.0,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,bmw,zwart,Black,2 (1K-2K),1500.0,bmw,Germany,2
7928,9925,4 (5K-10K),ford,2011,260702,116.0,stationwagon,rood,diesel,Handgeschakeld,5.0,4.0,1560.0,1267.0,,,5.0,13.0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,ford,rood,Red,4 (5K-10K),7500.0,ford,United States,4
7929,9926,2 (1K-2K),daihatsu,2001,238815,86.0,terreinwagen,rood,benzine,Handgeschakeld,5.0,4.0,1298.0,1005.0,16.1,145.0,5.0,77.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,daihatsu,rood,Red,2 (1K-2K),1500.0,daihatsu,Japan,2
7930,9928,1 (< 1K),opel,2002,165225,75.0,mpv,grijs,benzine,Handgeschakeld,4.0,4.0,1199.0,930.0,13.5,155.0,4.0,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,opel,grijs,Gray,1 (< 1K),500.0,opel,Germany,1
7931,9930,2 (1K-2K),peugeot,2000,232794,88.0,hatchback,zwart,benzine,Handgeschakeld,2.0,4.0,1587.0,1000.0,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,peugeot,zwart,Black,2 (1K-2K),1500.0,peugeot,France,2
7932,9931,4 (5K-10K),skoda,2010,165286,105.0,,grijs,benzine,Handgeschakeld,,4.0,1197.0,1245.0,11.8,175.0,5.0,58.0,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,skoda,grijs,Gray,4 (5K-10K),7500.0,skoda,Czech Republic,4
7933,9932,2 (1K-2K),fiat,2002,146497,60.0,hatchback,grijs,benzine,Handgeschakeld,2.0,4.0,1242.0,835.0,,,5.0,,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,fiat,grijs,Gray,2 (1K-2K),1500.0,fiat,Italy,2
7934,9933,6 (> 15K),volvo,2015,191854,292.0,stationwagon,zwart,,Automaat,5.0,5.0,2400.0,1880.0,6.0,230.0,5.0,242.0,Euro6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,6 (> 15K),,volvo,South Korea,6
7935,9934,4 (5K-10K),fiat,2013,20000,69.0,,wit,benzine,Handgeschakeld,,4.0,1200.0,850.0,,,,,,0,1,0,0,0,1,0,0,0,1,1,1,1,1,fiat,wit,White,4 (5K-10K),7500.0,fiat,Italy,4
7936,9935,3 (2K-5K),hyundai,2008,143000,65.0,hatchback,zwart,benzine,Handgeschakeld,3.0,4.0,1086.0,,15.6,150.0,5.0,34.0,Euro4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,hyundai,zwart,Black,3 (2K-5K),2500.0,hyundai,South Korea,3
7937,9936,5 (10K-15K),toyota,2014,56989,101.0,hatchback,bruin,benzine,Handgeschakeld,5.0,4.0,1329.0,1125.0,13.0,175.0,5.0,32.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,bruin,Brown,,,toyota,Japan,5
7938,9937,6 (> 15K),land,2014,145435,150.0,,grijs,diesel,Handgeschakeld,5.0,4.0,2179.0,1635.0,10.8,185.0,5.0,53.0,Euro5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,land-rover,grijs,Gray,6 (> 15K),,land-rover,United Kingdom,6
7939,9938,1 (< 1K),renault,1998,207350,,hatchback,beige,benzine,Handgeschakeld,3.0,4.0,,790.0,99.9,,4.0,,,1,0,0,0,0,0,0,1,0,0,1,0,1,1,renault,beige,Beige,1 (< 1K),500.0,renault,France,1
7940,9939,3 (2K-5K),skoda,2010,194618,75.0,stationwagon,rood,diesel,Handgeschakeld,5.0,3.0,1199.0,1119.0,14.3,172.0,5.0,256.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,rood,Red,3 (2K-5K),2500.0,skoda,Czech Republic,3
7941,9940,4 (5K-10K),chrysler,2006,182762,174.0,mpv,blauw,benzine,Automaat,5.0,6.0,3301.0,1965.0,12.6,179.0,7.0,204.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chrysler,blauw,Blue,4 (5K-10K),7500.0,chrysler,United States,4
7942,9941,1 (< 1K),volvo,1997,284969,136.0,stationwagon,rood,benzine,Handgeschakeld,5.0,4.0,1948.0,1265.0,9.7,205.0,5.0,118.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,rood,Red,1 (< 1K),500.0,volvo,South Korea,1
7943,9942,4 (5K-10K),hyundai,2011,110001,126.0,stationwagon,wit,benzine,Handgeschakeld,5.0,4.0,1591.0,1211.0,11.0,192.0,5.0,46.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hyundai,wit,White,4 (5K-10K),7500.0,hyundai,South Korea,4
7944,9943,1 (< 1K),peugeot,2001,229971,60.0,hatchback,blauw,benzine,Handgeschakeld,5.0,4.0,1124.0,810.0,13.7,145.0,5.0,58.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,blauw,Blue,1 (< 1K),500.0,peugeot,France,1
7945,9945,1 (< 1K),alfa,2002,100000,140.0,sedan,,benzine,Handgeschakeld,4.0,4.0,1747.0,1240.0,9.0,208.0,5.0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,alfa,,,1 (< 1K),500.0,alfa,Italy,1
7946,9947,6 (> 15K),mercedes-benz,2012,53600,122.0,mpv,wit,benzine,Handgeschakeld,5.0,4.0,1595.0,1295.0,10.0,190.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mercedes-benz,wit,White,6 (> 15K),,mercedes-benz,Germany,6
7947,9948,3 (2K-5K),toyota,2006,54312,68.0,hatchback,zwart,benzine,Semi-automaat,3.0,3.0,998.0,775.0,,,4.0,,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,toyota,zwart,Black,3 (2K-5K),2500.0,toyota,Japan,3
7948,9949,4 (5K-10K),volkswagen,2008,173033,141.0,sedan,zwart,benzine,Automaat,4.0,4.0,1390.0,1357.0,9.0,207.0,5.0,73.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,4 (5K-10K),7500.0,volkswagen,Germany,4
7949,9950,4 (5K-10K),fiat,2013,83919,86.0,cabriolet,zwart,benzine,Handgeschakeld,2.0,2.0,875.0,945.0,11.0,173.0,4.0,259.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,zwart,Black,4 (5K-10K),7500.0,fiat,Italy,4
7950,9951,4 (5K-10K),citroen,2009,75489,,,grijs,benzine,Handgeschakeld,5.0,,,,,,,,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,citroen,grijs,Gray,4 (5K-10K),7500.0,citroen,France,4
7951,9952,3 (2K-5K),toyota,2006,65274,68.0,hatchback,grijs,benzine,Handgeschakeld,2.0,3.0,998.0,795.0,99.9,157.0,4.0,13.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,toyota,grijs,Gray,3 (2K-5K),2500.0,toyota,Japan,3
7952,9953,3 (2K-5K),volkswagen,2010,206902,75.0,hatchback,zwart,diesel,Handgeschakeld,3.0,3.0,1199.0,1032.0,13.9,170.0,5.0,266.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,3 (2K-5K),2500.0,volkswagen,Germany,3
7953,9954,4 (5K-10K),suzuki,2013,47421,68.0,hatchback,grijs,benzine,Handgeschakeld,5.0,3.0,996.0,830.0,14.0,155.0,5.0,266.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suzuki,grijs,Gray,4 (5K-10K),7500.0,suzuki,Japan,4
7954,9955,2 (1K-2K),opel,2003,284000,101.0,mpv,zwart,benzine,Handgeschakeld,5.0,4.0,1598.0,1293.0,13.0,176.0,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,opel,zwart,Black,2 (1K-2K),1500.0,opel,Germany,2
7955,9956,5 (10K-15K),mini,2000,111320,64.0,sedan,groen,benzine,Handgeschakeld,2.0,4.0,1275.0,670.0,12.0,143.0,4.0,68.0,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mini,groen,Green,,,mini,United Kingdom,5
7956,9957,4 (5K-10K),nissan,2007,163114,89.0,mpv,grijs,benzine,Handgeschakeld,5.0,4.0,1386.0,1067.0,99.9,165.0,5.0,54.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nissan,grijs,Gray,4 (5K-10K),7500.0,nissan,Japan,4
7957,9958,3 (2K-5K),škoda,2008,64456,69.0,mpv,blauw,benzine,Handgeschakeld,5.0,3.0,1198.0,1125.0,16.0,158.0,5.0,63.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,skoda,blauw,Blue,3 (2K-5K),2500.0,skoda,Czech Republic,3
7958,9959,4 (5K-10K),suzuki,2005,153741,102.0,hatchback,grijs,benzine,Handgeschakeld,5.0,4.0,1490.0,975.0,10.0,185.0,5.0,63.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suzuki,grijs,Gray,4 (5K-10K),7500.0,suzuki,Japan,4
7959,9961,4 (5K-10K),toyota,2014,29000,69.0,hatchback,blauw,benzine,Handgeschakeld,5.0,3.0,998.0,,,160.0,4.0,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,toyota,blauw,Blue,4 (5K-10K),7500.0,toyota,Japan,4
7960,9962,2 (1K-2K),ford,2002,373012,101.0,stationwagon,grijs,benzine,Handgeschakeld,4.0,4.0,1596.0,1180.0,11.3,185.0,5.0,67.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ford,grijs,Gray,2 (1K-2K),1500.0,ford,United States,2
7961,9963,6 (> 15K),volkswagen,2013,157000,184.0,hatchback,zwart,diesel,Automaat,5.0,4.0,1968.0,1329.0,7.5,228.0,5.0,26.0,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,6 (> 15K),,volkswagen,Germany,6
7962,9964,5 (10K-15K),opel,2014,105201,111.0,sedan,zwart,diesel,Handgeschakeld,4.0,4.0,1686.0,1403.0,13.0,186.0,5.0,266.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,zwart,Black,,,opel,Germany,5
7963,9966,1 (< 1K),opel,1999,299785,60.0,hatchback,blauw,diesel,Handgeschakeld,2.0,4.0,1686.0,915.0,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,opel,blauw,Blue,1 (< 1K),500.0,opel,Germany,1
7964,9967,3 (2K-5K),volvo,2004,225683,136.0,stationwagon,grijs,benzine,Handgeschakeld,5.0,4.0,1948.0,1275.0,9.7,205.0,5.0,98.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,grijs,Gray,3 (2K-5K),2500.0,volvo,South Korea,3
7965,9968,1 (< 1K),alfa,1999,196111,104.0,hatchback,grijs,diesel,Handgeschakeld,5.0,4.0,1910.0,,,187.0,5.0,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,alfa,grijs,Gray,1 (< 1K),500.0,alfa,Italy,1
7966,9969,5 (10K-15K),jaguar,2008,75318,207.0,sedan,grijs,diesel,Automaat,4.0,6.0,2720.0,1730.0,8.0,229.0,5.0,103.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jaguar,grijs,Gray,,,jaguar,United Kingdom,5
7967,9970,5 (10K-15K),ford,2015,22950,101.0,hatchback,wit,benzine,Handgeschakeld,3.0,3.0,998.0,991.0,11.2,180.0,5.0,266.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ford,wit,White,,,ford,United States,5
7968,9974,3 (2K-5K),citroen,2006,302683,75.0,stationwagon,wit,diesel,Handgeschakeld,4.0,4.0,1560.0,1244.0,20.4,142.0,5.0,85.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,citroen,wit,White,3 (2K-5K),2500.0,citroen,France,3
7969,9975,5 (10K-15K),opel,2013,99876,141.0,stationwagon,zwart,benzine,Handgeschakeld,5.0,4.0,1400.0,1513.0,12.0,200.0,5.0,38.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,zwart,Black,,,opel,Germany,5
7970,9976,3 (2K-5K),opel,2003,137689,75.0,hatchback,grijs,benzine,Automaat,2.0,4.0,1199.0,,99.9,,5.0,48.0,Euro4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,opel,grijs,Gray,3 (2K-5K),2500.0,opel,Germany,3
7971,9977,4 (5K-10K),bmw,2007,239761,131.0,sedan,grijs,benzine,Handgeschakeld,4.0,4.0,1995.0,1335.0,10.0,208.0,5.0,79.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,grijs,Gray,4 (5K-10K),7500.0,bmw,Germany,4
7972,9978,3 (2K-5K),renault,2008,166495,101.0,stationwagon,zwart,benzine,Handgeschakeld,5.0,4.0,1149.0,1095.0,11.2,184.0,5.0,43.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,3 (2K-5K),2500.0,renault,France,3
7973,9979,2 (1K-2K),peugeot,2003,206744,109.0,stationwagon,grijs,benzine,Handgeschakeld,5.0,4.0,1587.0,1244.0,11.4,182.0,5.0,82.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,2 (1K-2K),1500.0,peugeot,France,2
7974,9980,2 (1K-2K),ford,1999,219551,146.0,mpv,grijs,benzine,Automaat,5.0,4.0,2295.0,1676.0,99.9,,5.0,163.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,ford,grijs,Gray,2 (1K-2K),1500.0,ford,United States,2
7975,9982,4 (5K-10K),volvo,2012,131710,114.0,stationwagon,zwart,diesel,Handgeschakeld,5.0,4.0,1560.0,1290.0,12.0,190.0,5.0,266.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,4 (5K-10K),7500.0,volvo,South Korea,4
7976,9983,4 (5K-10K),ford,2010,24900,69.0,hatchback,zilver,benzine,Handgeschakeld,3.0,4.0,1200.0,840.0,13.1,159.0,,23.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ford,zilver,Silver,4 (5K-10K),7500.0,ford,United States,4
7977,9985,3 (2K-5K),fiat,2004,166463,54.0,hatchback,geel,benzine,Handgeschakeld,5.0,4.0,1108.0,815.0,15.0,150.0,4.0,44.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,geel,Yellow,3 (2K-5K),2500.0,fiat,Italy,3
7978,9986,4 (5K-10K),jaguar,2002,244555,237.0,sedan,zwart,benzine,Automaat,4.0,8.0,3248.0,,85.0,225.0,5.0,,Euro3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,jaguar,zwart,Black,4 (5K-10K),7500.0,jaguar,United Kingdom,4
7979,9987,5 (10K-15K),audi,2014,119939,105.0,hatchback,zwart,diesel,Automaat,3.0,4.0,1598.0,1225.0,10.7,195.0,5.0,6.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,audi,zwart,Black,,,audi,Germany,5
7980,9989,1 (< 1K),volkswagen,2000,231830,105.0,hatchback,blauw,benzine,Handgeschakeld,4.0,4.0,1598.0,1145.0,10.8,192.0,5.0,70.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen,blauw,Blue,1 (< 1K),500.0,volkswagen,Germany,1
7981,9990,2 (1K-2K),renault,2001,149894,75.0,hatchback,grijs,benzine,Automaat,3.0,4.0,1149.0,825.0,13.3,168.0,4.0,41.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,2 (1K-2K),1500.0,renault,France,2
7982,9991,6 (> 15K),bmw,2014,93951,143.0,sedan,zwart,diesel,Automaat,4.0,4.0,1995.0,1600.0,9.6,212.0,5.0,28.0,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,zwart,Black,6 (> 15K),,bmw,Germany,6
7983,9992,4 (5K-10K),renault,2013,185332,90.0,stationwagon,grijs,diesel,Handgeschakeld,5.0,4.0,1461.0,1096.0,12.1,180.0,5.0,250.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,4 (5K-10K),7500.0,renault,France,4
7984,9993,6 (> 15K),maserati,2006,115677,400.0,sedan,blauw,benzine,Semi-automaat,4.0,8.0,4244.0,1945.0,5.2,275.0,5.0,231.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,maserati,blauw,Blue,6 (> 15K),,maserati,Italy,6
7985,9994,3 (2K-5K),peugeot,2004,153506,136.0,hatchback,zwart,benzine,Handgeschakeld,3.0,4.0,1997.0,1025.0,8.3,210.0,,89.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,peugeot,zwart,Black,3 (2K-5K),2500.0,peugeot,France,3
7986,9996,2 (1K-2K),subaru,1998,279484,125.0,,grijs,benzine,Handgeschakeld,5.0,4.0,1994.0,1305.0,10.7,179.0,5.0,118.0,Euro2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,subaru,grijs,Gray,2 (1K-2K),1500.0,subaru,Japan,2
7987,9997,3 (2K-5K),volvo,1998,522375,135.0,stationwagon,groen,lpg g3,Automaat,5.0,4.0,2316.0,1532.0,10.5,190.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,volvo,groen,Green,3 (2K-5K),2500.0,volvo,South Korea,3
