,id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label,car_maker,Color Dutch,Color English,class,average price,car_make,country,class_rank
631,803,3 (2K-5K),peugeot,2006,180691,136.0,stationwagon,blauw,benzine,Handgeschakeld,5.0,4.0,1997.0,1445.0,10.0,208.0,5.0,101.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,blauw,Blue,3 (2K-5K),2500.0,peugeot,France,3
632,804,3 (2K-5K),bmw,2000,296072,150.0,stationwagon,blauw,benzine,Handgeschakeld,5.0,6.0,1991.0,1400.0,10.2,214.0,5.0,119.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,blauw,Blue,3 (2K-5K),2500.0,bmw,Germany,3
633,806,6 (> 15K),volkswagen,2015,6221,211.0,cabriolet,blauw,benzine,Automaat,2.0,4.0,1984.0,,7.4,227.0,4.0,1.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,volkswagen,blauw,Blue,6 (> 15K),,volkswagen,Germany,6
634,807,4 (5K-10K),audi,2008,128442,190.0,sedan,grijs,diesel,6 versnellingen,4.0,6.0,2698.0,1570.0,7.7,226.0,5.0,80.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,audi,grijs,Gray,4 (5K-10K),7500.0,audi,Germany,4
635,808,4 (5K-10K),opel,2004,25728,,hatchback,zilver,benzine,Handgeschakeld,5.0,4.0,1400.0,,,,5.0,1.0,,1,0,0,0,0,0,0,0,1,1,1,0,0,1,opel,zilver,Silver,4 (5K-10K),7500.0,opel,Germany,4
636,809,3 (2K-5K),peugeot,2003,119769,109.0,cabriolet,grijs,benzine,Handgeschakeld,2.0,4.0,1587.0,,,193.0,4.0,1.0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France,3
637,811,3 (2K-5K),volkswagen,2005,265000,105.0,sedan,blauw,diesel,Handgeschakeld,4.0,4.0,1896.0,1397.0,12.0,188.0,5.0,58.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,blauw,Blue,3 (2K-5K),2500.0,volkswagen,Germany,3
638,812,3 (2K-5K),volkswagen,2006,177910,,hatchback,grijs,benzine,Handgeschakeld,3.0,,,870.0,,,,1.0,,1,0,0,0,0,0,1,1,0,1,1,1,0,1,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany,3
639,813,4 (5K-10K),opel,2008,106825,90.0,hatchback,grijs,benzine,Automaat,3.0,4.0,1364.0,1065.0,14.8,166.0,5.0,67.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,4 (5K-10K),7500.0,opel,Germany,4
640,814,3 (2K-5K),chevrolet,2009,131869,52.0,hatchback,blauw,benzine,Handgeschakeld,5.0,3.0,796.0,750.0,18.0,145.0,5.0,23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,chevrolet,blauw,Blue,3 (2K-5K),2500.0,chevrolet,United States,3
641,816,3 (2K-5K),seat,2003,171081,75.0,stationwagon,grijs,benzine,Handgeschakeld,4.0,4.0,1390.0,1031.0,99.9,,5.0,70.0,Euro4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,seat,grijs,Gray,3 (2K-5K),2500.0,seat,Spain,3
642,817,4 (5K-10K),opel,2011,130481,83.0,hatchback,grijs,lpg g3,Handgeschakeld,3.0,,1229.0,1063.0,99.9,,5.0,14.0,Euro5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,opel,grijs,Gray,4 (5K-10K),7500.0,opel,Germany,4
643,820,6 (> 15K),mercedes-benz,2010,183000,136.0,stationwagon,bruin,diesel,Handgeschakeld,5.0,4.0,2143.0,1535.0,9.6,209.0,5.0,41.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mercedes-benz,bruin,Brown,6 (> 15K),,mercedes-benz,Germany,6
644,822,3 (2K-5K),hyundai,2005,95863,63.0,hatchback,grijs,benzine,5 versnellingen,5.0,4.0,1086.0,969.0,16.1,150.0,5.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hyundai,grijs,Gray,3 (2K-5K),2500.0,hyundai,South Korea,3
645,823,3 (2K-5K),opel,2007,141089,80.0,,blauw,benzine,Handgeschakeld,,4.0,1229.0,1060.0,13.9,168.0,5.0,43.0,Euro4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,opel,blauw,Blue,3 (2K-5K),2500.0,opel,Germany,3
646,824,1 (< 1K),seat,2003,240000,75.0,hatchback,geel,benzine,Handgeschakeld,3.0,4.0,1390.0,1009.0,13.2,174.0,,245.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,seat,geel,Yellow,1 (< 1K),500.0,seat,Spain,1
647,825,2 (1K-2K),seat,2001,301301,110.0,hatchback,grijs,diesel,Handgeschakeld,4.0,4.0,1896.0,,,193.0,5.0,1.0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,seat,grijs,Gray,2 (1K-2K),1500.0,seat,Spain,2
648,826,3 (2K-5K),peugeot,2008,195403,120.0,stationwagon,blauw,benzine,Handgeschakeld,5.0,4.0,1598.0,1415.0,12.0,189.0,5.0,68.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,blauw,Blue,3 (2K-5K),2500.0,peugeot,France,3
649,827,4 (5K-10K),mercedes-benz,2004,185442,170.0,coupe,grijs,diesel,Automaat,2.0,5.0,2685.0,1565.0,9.4,228.0,4.0,87.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mercedes-benz,grijs,Gray,4 (5K-10K),7500.0,mercedes-benz,Germany,4
650,828,2 (1K-2K),renault,2004,227145,113.0,hatchback,grijs,lpg g3,Handgeschakeld,5.0,4.0,1598.0,1192.0,10.9,192.0,5.0,67.0,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,grijs,Gray,2 (1K-2K),1500.0,renault,France,2
651,829,5 (10K-15K),bmw,2011,113474,150.0,,zwart,benzine,Handgeschakeld,,4.0,1995.0,1405.0,10.0,202.0,5.0,95.0,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,bmw,zwart,Black,,,bmw,Germany,5
652,830,6 (> 15K),mercedes-benz,2015,23498,122.0,stationwagon,zwart,benzine,Automaat,5.0,4.0,1595.0,1460.0,9.0,210.0,5.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mercedes-benz,zwart,Black,6 (> 15K),,mercedes-benz,Germany,6
653,831,4 (5K-10K),mercedes-benz,2010,136755,95.0,mpv,grijs,benzine,Automaat,5.0,4.0,1498.0,1250.0,13.2,174.0,5.0,75.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mercedes-benz,grijs,Gray,4 (5K-10K),7500.0,mercedes-benz,Germany,4
654,832,3 (2K-5K),volkswagen,1999,189597,116.0,mpv,zwart,benzine,Handgeschakeld,5.0,4.0,1984.0,1613.0,15.4,177.0,5.0,141.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,volkswagen,zwart,Black,3 (2K-5K),2500.0,volkswagen,Germany,3
655,833,4 (5K-10K),peugeot,2011,106323,120.0,mpv,grijs,benzine,Handgeschakeld,5.0,4.0,1598.0,1380.0,12.0,177.0,5.0,73.0,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France,4
656,834,3 (2K-5K),ford,2007,237454,116.0,mpv,zwart,benzine,Handgeschakeld,4.0,4.0,1596.0,1244.0,99.9,186.0,5.0,66.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,zwart,Black,3 (2K-5K),2500.0,ford,United States,3
657,835,6 (> 15K),audi,2013,54261,179.0,sedan,zwart,benzine,Automaat,4.0,4.0,1798.0,1270.0,7.3,235.0,5.0,33.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audi,zwart,Black,6 (> 15K),,audi,Germany,6
658,837,2 (1K-2K),opel,2004,329480,101.0,mpv,grijs,diesel,Handgeschakeld,5.0,4.0,1686.0,1355.0,13.4,178.0,5.0,47.0,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,2 (1K-2K),1500.0,opel,Germany,2
