,id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label,car_maker,Color Dutch,Color English,class,average price,car_make,country
7812,9793,4 (5K-10K),opel,2009,47692,86,hatchback,grijs,benzine,Automaat,5,4,1242,1015,15.0,170,5,46,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,4 (5K-10K),7500.0,opel,Germany
7813,9795,3 (2K-5K),fiat,2011,148994,86,hatchback,rood,diesel,Handgeschakeld,5,4,1248,1120,13.0,172,5,257,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiat,rood,Red,3 (2K-5K),2500.0,fiat,Italy
7814,9796,2 (1K-2K),skoda,2000,125818,68,hatchback,grijs,benzine,Handgeschakeld,5,4,1397,1039,16.0,160,5,77,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,grijs,Gray,2 (1K-2K),1500.0,skoda,Czech Republic
7815,9797,3 (2K-5K),volvo,2006,313662,185,stationwagon,blauw,diesel,Automaat,4,5,2401,1552,9.0,220,5,113,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,blauw,Blue,3 (2K-5K),2500.0,volvo,South Korea
7816,9798,3 (2K-5K),peugeot,2005,121698,75,hatchback,grijs,benzine,Handgeschakeld,5,4,1360,925,12.0,170,5,55,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France
7817,9799,3 (2K-5K),volkswagen,1998,213835,116,hatchback,zwart,benzine,Handgeschakeld,3,4,1984,1230,10.2,180,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,volkswagen,zwart,Black,3 (2K-5K),2500.0,volkswagen,Germany
7818,9800,4 (5K-10K),fiat,2013,20000,69,,wit,benzine,Handgeschakeld,,4,1200,,,,,,,0,1,0,0,0,1,0,0,1,1,1,1,1,1,fiat,wit,White,4 (5K-10K),7500.0,fiat,Italy
7819,9801,6 (> 15K),bmw,2013,152900,184,stationwagon,grijs,diesel,Automaat,5,4,1995,1475,8.0,226,5,28,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,grijs,Gray,6 (> 15K),,bmw,Germany
7820,9802,1 (< 1K),ford,2005,123883,60,hatchback,blauw,benzine,Handgeschakeld,3,4,1299,862,14.7,154,4,44,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,blauw,Blue,1 (< 1K),500.0,ford,United States
7821,9803,2 (1K-2K),opel,2004,274553,69,hatchback,zwart,diesel,Handgeschakeld,2,4,1248,1010,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,opel,zwart,Black,2 (1K-2K),1500.0,opel,Germany
7822,9804,3 (2K-5K),volkswagen,2004,222932,115,hatchback,zwart,benzine,Handgeschakeld,3,4,1598,1159,,,,62,Euro4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,volkswagen,zwart,Black,3 (2K-5K),2500.0,volkswagen,Germany
7823,9805,4 (5K-10K),renault,2012,113158,110,hatchback,wit,diesel,Automaat,4,4,1461,1322,11.7,190,5,14,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,wit,White,4 (5K-10K),7500.0,renault,France
7824,9806,4 (5K-10K),volkswagen,2012,21755,60,hatchback,grijs,benzine,Handgeschakeld,5,3,999,829,,160,4,9,Euro5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,volkswagen,grijs,Gray,4 (5K-10K),7500.0,volkswagen,Germany
7825,9807,2 (1K-2K),kia,2005,273336,113,mpv,blauw,diesel,Handgeschakeld,5,4,1991,1449,14.0,172,5,75,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kia,blauw,Blue,2 (1K-2K),1500.0,kia,South Korea
7826,9808,4 (5K-10K),volkswagen,2001,120137,131,sedan,groen,diesel,Handgeschakeld,4,4,1896,1342,,,5,58,Euro3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,volkswagen,groen,Green,4 (5K-10K),7500.0,volkswagen,Germany
7827,9809,4 (5K-10K),ford,2010,170975,125,mpv,grijs,diesel,Handgeschakeld,5,4,1753,1644,12.0,190,7,68,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,grijs,Gray,4 (5K-10K),7500.0,ford,United States
7828,9810,2 (1K-2K),peugeot,2001,143843,75,hatchback,rood,benzine,,2,4,1360,925,,,,,,0,0,0,0,1,0,0,0,0,1,1,1,1,1,peugeot,rood,Red,2 (1K-2K),1500.0,peugeot,France
7829,9813,4 (5K-10K),fiat,2008,146096,120,mpv,wit,diesel,Handgeschakeld,5,4,1910,1305,99.9,,5,74,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fiat,wit,White,4 (5K-10K),7500.0,fiat,Italy
7830,9814,4 (5K-10K),peugeot,2008,167499,156,mpv,grijs,diesel,Handgeschakeld,5,4,2179,1725,9.9,200,7,98,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France
7831,9815,3 (2K-5K),renault,2007,131521,112,hatchback,zwart,benzine,Handgeschakeld,3,4,1598,1115,10.2,190,5,64,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,3 (2K-5K),2500.0,renault,France
7832,9817,6 (> 15K),porsche,2007,199614,385,,zwart,benzine,Automaat,,8,4806,2220,7.0,250,5,216,Euro4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,porsche,zwart,Black,6 (> 15K),,porsche,Germany
7833,9818,4 (5K-10K),andrey,2008,70208,102,hatchback,grijs,benzine,,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,grijs,Gray,4 (5K-10K),7500.0,,
7834,9820,1 (< 1K),peugeot,2007,261452,204,stationwagon,grijs,diesel,Automaat,5,6,2720,1752,8.5,230,5,130,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,peugeot,grijs,Gray,1 (< 1K),500.0,peugeot,France
7835,9821,3 (2K-5K),honda,2005,120900,90,hatchback,rood,benzine,Handgeschakeld,3,4,1396,1103,11.6,177,5,57,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,honda,rood,Red,3 (2K-5K),2500.0,honda,Japan
7836,9822,1 (< 1K),volkswagen,1999,315510,116,sedan,blauw,benzine,Handgeschakeld,4,4,1984,1202,11.0,195,,96,Euro2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,volkswagen,blauw,Blue,1 (< 1K),500.0,volkswagen,Germany
7837,9823,6 (> 15K),mercedes-benz,2001,29929,197,cabriolet,zilver,benzine,Automaat,2,4,2295,1565,8.7,230,4,140,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mercedes-benz,zilver,Silver,6 (> 15K),,mercedes-benz,Germany
7838,9824,4 (5K-10K),renault,2011,186913,103,stationwagon,rood,benzine,Handgeschakeld,5,4,1149,1095,11.0,184,5,29,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,rood,Red,4 (5K-10K),7500.0,renault,France
7839,9825,5 (10K-15K),mini,2010,126224,123,hatchback,rood,benzine,Handgeschakeld,2,4,1598,1050,91.0,203,4,31,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mini,rood,Red,,,mini,United Kingdom
7840,9826,3 (2K-5K),opel,2007,207955,105,mpv,zwart,benzine,Handgeschakeld,5,4,1598,1405,13.6,176,7,79,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,zwart,Black,3 (2K-5K),2500.0,opel,Germany
7841,9827,6 (> 15K),land,2012,118952,211,,bruin,diesel,Automaat,,6,2993,2550,11.0,180,5,128,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,land-rover,bruin,Brown,6 (> 15K),,land-rover,United Kingdom
7842,9828,5 (10K-15K),bmw,2006,147115,343,cabriolet,blauw,benzine,Handgeschakeld,2,6,3246,1385,5.0,250,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bmw,blauw,Blue,,,bmw,Germany
7843,9829,4 (5K-10K),seat,2013,93752,60,hatchback,wit,benzine,Handgeschakeld,5,3,999,840,14.0,161,4,262,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,wit,White,4 (5K-10K),7500.0,seat,Spain
7844,9830,2 (1K-2K),opel,2001,291720,75,hatchback,rood,benzine,Handgeschakeld,3,4,1199,910,13.0,170,5,55,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,rood,Red,2 (1K-2K),1500.0,opel,Germany
7845,9831,2 (1K-2K),renault,2002,209500,58,hatchback,blauw,benzine,Handgeschakeld,3,4,1149,795,14.0,151,4,39,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,blauw,Blue,2 (1K-2K),1500.0,renault,France
7846,9832,4 (5K-10K),renault,2012,21656,11,,wit,,,2,,,375,,,2,,,0,1,0,1,1,0,1,1,0,1,1,0,1,1,renault,wit,White,4 (5K-10K),7500.0,renault,France
7847,9833,6 (> 15K),peugeot,2014,88855,120,stationwagon,grijs,diesel,Handgeschakeld,4,4,1560,1275,99.9,,5,252,Euro6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,peugeot,grijs,Gray,6 (> 15K),,peugeot,France
7848,9834,3 (2K-5K),peugeot,2003,205376,136,cabriolet,goud,benzine,Handgeschakeld,2,4,1997,1127,8.9,204,4,95,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,goud,Gold,3 (2K-5K),2500.0,peugeot,France
7849,9835,4 (5K-10K),volkswagen,2007,128413,150,sedan,blauw,benzine,Automaat,4,4,1984,1317,9.9,207,5,106,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,blauw,Blue,4 (5K-10K),7500.0,volkswagen,Germany
7850,9836,1 (< 1K),opel,2003,367613,101,stationwagon,blauw,diesel,Handgeschakeld,5,4,1995,1260,,,5,62,Euro3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,opel,blauw,Blue,1 (< 1K),500.0,opel,Germany
7851,9839,3 (2K-5K),jeep,1998,296000,177,terreinwagen,grijs,lpg g3,Automaat,5,6,3960,1766,10.3,180,5,278,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jeep,grijs,Gray,3 (2K-5K),2500.0,jeep,United States
7852,9840,1 (< 1K),ford,2000,217189,116,hatchback,blauw,benzine,Handgeschakeld,4,4,1796,1104,10.2,198,5,90,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,blauw,Blue,1 (< 1K),500.0,ford,United States
7853,9841,2 (1K-2K),renault,2004,225959,150,mpv,blauw,diesel,Handgeschakeld,4,4,2188,1750,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,renault,blauw,Blue,2 (1K-2K),1500.0,renault,France
7854,9842,1 (< 1K),hyundai,2004,159823,86,hatchback,grijs,benzine,Handgeschakeld,3,4,1341,976,12.0,164,5,40,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hyundai,grijs,Gray,1 (< 1K),500.0,hyundai,South Korea
7855,9843,4 (5K-10K),volkswagen,2013,127023,75,hatchback,grijs,diesel,Handgeschakeld,5,3,1199,1050,13.9,173,5,255,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,4 (5K-10K),7500.0,volkswagen,Germany
7856,9844,3 (2K-5K),peugeot,2009,175792,90,hatchback,grijs,diesel,Handgeschakeld,3,4,1560,1196,12.0,182,5,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France
7857,9845,2 (1K-2K),peugeot,2000,138605,75,hatchback,groen,benzine,Handgeschakeld,4,4,1360,,99.9,,5,,Euro2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,peugeot,groen,Green,2 (1K-2K),1500.0,peugeot,France
7858,9846,2 (1K-2K),renault,2004,274000,101,hatchback,beige,diesel,Handgeschakeld,5,4,1870,1290,13.0,185,,,Euro3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,renault,beige,Beige,2 (1K-2K),1500.0,renault,France
7859,9847,6 (> 15K),ferrari,2000,22871,400,coupe,blauw,benzine,Automaat,2,8,3586,1375,4.5,295,2,279,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ferrari,blauw,Blue,6 (> 15K),,ferrari,Italy
7860,9848,1 (< 1K),renault,2005,205704,135,stationwagon,blauw,benzine,Handgeschakeld,5,4,1998,1285,10.1,204,5,102,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,blauw,Blue,1 (< 1K),500.0,renault,France
7861,9849,3 (2K-5K),suzuki,2004,205842,106,hatchback,grijs,benzine,Handgeschakeld,5,4,1586,1145,11.7,175,,73,Euro3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,suzuki,grijs,Gray,3 (2K-5K),2500.0,suzuki,Japan
7862,9850,3 (2K-5K),peugeot,2006,58304,68,hatchback,zwart,benzine,Handgeschakeld,2,3,998,765,13.7,157,4,13,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,zwart,Black,3 (2K-5K),2500.0,peugeot,France
7863,9852,6 (> 15K),cadillac,2006,16484,326,cabriolet,grijs,benzine,,2,8,4600,,,,2,,,0,0,0,0,1,0,0,0,1,1,1,0,1,1,cadillac,grijs,Gray,6 (> 15K),,cadillac,United States
7864,9853,5 (10K-15K),bmw,2007,202320,272,sedan,grijs,benzine,Automaat,4,6,2996,1515,6.5,250,5,82,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmw,grijs,Gray,,,bmw,Germany
7865,9854,6 (> 15K),audi,2010,50028,179,cabriolet,wit,benzine,,2,4,1984,1630,9.0,219,4,78,Euro5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,audi,wit,White,6 (> 15K),,audi,Germany
7866,9855,2 (1K-2K),renault,2005,214054,113,mpv,zwart,benzine,Handgeschakeld,5,4,1598,1295,13.0,185,5,77,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,zwart,Black,2 (1K-2K),1500.0,renault,France
7867,9856,5 (10K-15K),mercedes-benz,2002,152200,361,coupe,grijs,benzine,Automaat,2,8,5439,1795,6.0,250,4,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mercedes-benz,grijs,Gray,,,mercedes-benz,Germany
7868,9857,4 (5K-10K),opel,2008,55933,80,mpv,grijs,benzine,Handgeschakeld,2,4,1229,1028,,,5,43,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,opel,grijs,Gray,4 (5K-10K),7500.0,opel,Germany
7869,9858,3 (2K-5K),honda,2006,168998,78,mpv,grijs,benzine,Handgeschakeld,5,4,1246,971,13.1,167,5,33,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,honda,grijs,Gray,3 (2K-5K),2500.0,honda,Japan
7870,9860,2 (1K-2K),suzuki,1997,100619,,hatchback,rood,benzine,Handgeschakeld,5,,,730,,,5,,,1,0,0,0,0,0,1,1,0,1,1,0,1,1,suzuki,rood,Red,2 (1K-2K),1500.0,suzuki,Japan
7871,9861,6 (> 15K),mazda,2012,83760,126,cabriolet,grijs,benzine,Handgeschakeld,2,4,1798,1055,9.9,194,2,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mazda,grijs,Gray,6 (> 15K),,mazda,Japan
7872,9862,1 (< 1K),daewoo,2000,174070,86,hatchback,groen,benzine,Handgeschakeld,3,4,1498,986,12.5,172,5,,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,daewoo,groen,Green,1 (< 1K),500.0,daewoo,South Korea
7873,9864,6 (> 15K),audi,2009,108234,239,coupe,blauw,diesel,Handgeschakeld,2,6,,1695,5.9,,4,,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,audi,blauw,Blue,6 (> 15K),,audi,Germany
7874,9865,2 (1K-2K),seat,2001,273211,105,hatchback,grijs,benzine,Handgeschakeld,4,4,1598,1125,10.9,192,5,74,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,grijs,Gray,2 (1K-2K),1500.0,seat,Spain
7875,9866,4 (5K-10K),volkswagen,2009,248011,110,hatchback,grijs,diesel,Handgeschakeld,5,4,1968,1239,10.7,193,5,32,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,4 (5K-10K),7500.0,volkswagen,Germany
7876,9868,4 (5K-10K),peugeot,2009,80994,150,cabriolet,grijs,benzine,Handgeschakeld,2,4,1598,,,210,4,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France
7877,9869,3 (2K-5K),volkswagen,2003,138351,54,hatchback,grijs,benzine,Handgeschakeld,3,3,1198,970,17.0,,5,,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany
7878,9870,2 (1K-2K),opel,2005,236113,90,mpv,grijs,benzine,Handgeschakeld,5,4,1364,1230,13.8,168,5,58,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,2 (1K-2K),1500.0,opel,Germany
7879,9872,4 (5K-10K),škoda,2010,197218,105,stationwagon,zwart,diesel,Handgeschakeld,5,4,1600,,,,5,,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,skoda,zwart,Black,4 (5K-10K),7500.0,skoda,Czech Republic
7880,9873,4 (5K-10K),seat,2010,87398,180,hatchback,wit,benzine,Automaat,3,4,1390,1147,7.2,225,5,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,seat,wit,White,4 (5K-10K),7500.0,seat,Spain
7881,9874,4 (5K-10K),peugeot,2011,139739,157,stationwagon,blauw,benzine,Automaat,5,4,1598,1484,9.7,210,5,84,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,blauw,Blue,4 (5K-10K),7500.0,peugeot,France
7882,9875,2 (1K-2K),peugeot,2004,219695,75,hatchback,grijs,benzine,Handgeschakeld,4,4,1360,925,12.2,170,5,53,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,peugeot,grijs,Gray,2 (1K-2K),1500.0,peugeot,France
7883,9876,5 (10K-15K),mercedes,2012,121484,109,mpv,grijs,diesel,Handgeschakeld,5,4,1796,1375,11.0,190,5,18,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mercedes-benz,grijs,Gray,,,mercedes-benz,Germany
7884,9877,1 (< 1K),nissan,2005,283938,120,stationwagon,bruin,diesel,Handgeschakeld,5,4,1870,1438,11.1,195,5,55,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nissan,bruin,Brown,1 (< 1K),500.0,nissan,Japan
7885,9878,3 (2K-5K),renault,2005,167927,113,hatchback,blauw,benzine,Handgeschakeld,5,4,1598,1150,10.9,192,5,67,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renault,blauw,Blue,3 (2K-5K),2500.0,renault,France
7886,9879,4 (5K-10K),volvo,2004,351375,141,stationwagon,zwart,lpg g3,Handgeschakeld,4,5,2435,1580,99.9,205,5,121,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,4 (5K-10K),7500.0,volvo,South Korea
7887,9880,4 (5K-10K),qashqai,2007,113327,142,mpv,bruin,benzine,Handgeschakeld,4,4,1997,1331,99.9,192,5,103,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bruin,Brown,4 (5K-10K),7500.0,,
7888,9881,5 (10K-15K),mercedes-benz,2010,249931,232,sedan,zwart,diesel,Automaat,4,6,2987,1600,6.0,250,5,78,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mercedes-benz,zwart,Black,,,mercedes-benz,Germany
7889,9882,6 (> 15K),porsche,1998,142966,204,cabriolet,blauw,benzine,Automaat,2,6,2480,1275,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,porsche,blauw,Blue,6 (> 15K),,porsche,Germany
7890,9883,4 (5K-10K),volkswagen,2007,75844,102,cabriolet,zilver,benzine,Handgeschakeld,2,4,1595,1275,12.3,178,4,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,volkswagen,zilver,Silver,4 (5K-10K),7500.0,volkswagen,Germany
7891,9884,1 (< 1K),ford,2002,206698,111,stationwagon,blauw,benzine,Handgeschakeld,4,4,1798,1332,99.9,,5,94,Euro4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ford,blauw,Blue,1 (< 1K),500.0,ford,United States
7892,9885,4 (5K-10K),bmw,2005,218747,123,,grijs,diesel,Handgeschakeld,,4,1995,1285,10.0,201,5,54,Euro4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,bmw,grijs,Gray,4 (5K-10K),7500.0,bmw,Germany
7893,9886,1 (< 1K),renault,1997,229755,59,hatchback,rood,benzine,Handgeschakeld,3,4,1149,790,13.4,151,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,renault,rood,Red,1 (< 1K),500.0,renault,France
7894,9887,3 (2K-5K),peugeot,2003,245906,109,stationwagon,grijs,benzine,Handgeschakeld,4,4,1587,1299,11.9,182,7,82,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,3 (2K-5K),2500.0,peugeot,France
7895,9888,2 (1K-2K),opel,2002,122758,75,hatchback,blauw,benzine,Handgeschakeld,3,4,1199,1025,14.6,170,5,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,opel,blauw,Blue,2 (1K-2K),1500.0,opel,Germany
7896,9889,4 (5K-10K),seat,2010,175472,105,stationwagon,blauw,benzine,Handgeschakeld,5,4,1197,1295,11.6,184,5,36,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seat,blauw,Blue,4 (5K-10K),7500.0,seat,Spain
7897,9890,2 (1K-2K),jaguar,1999,328816,238,sedan,blauw,benzine,Handgeschakeld,4,6,2967,1605,8.0,234,5,186,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jaguar,blauw,Blue,2 (1K-2K),1500.0,jaguar,United Kingdom
7898,9891,6 (> 15K),volkswagen,2014,73504,122,hatchback,zwart,benzine,Handgeschakeld,5,4,1395,1147,9.3,203,5,27,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,6 (> 15K),,volkswagen,Germany
7899,9892,3 (2K-5K),volkswagen,2007,200087,102,sedan,grijs,benzine,Automaat,4,4,1595,1282,13.3,183,5,99,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany
7900,9893,6 (> 15K),volkswagen,2014,73504,122,hatchback,zwart,benzine,Handgeschakeld,5,4,1395,1147,9.3,203,5,27,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,6 (> 15K),,volkswagen,Germany
7901,9894,2 (1K-2K),ford,2005,85900,69,hatchback,blauw,benzine,Handgeschakeld,3,4,1299,862,14.1,167,4,58,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ford,blauw,Blue,2 (1K-2K),1500.0,ford,United States
7902,9895,4 (5K-10K),peugeot,2010,167666,120,stationwagon,grijs,benzine,Handgeschakeld,5,4,1598,1295,11.5,189,5,51,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France
7903,9896,3 (2K-5K),opel,2008,188927,75,mpv,grijs,diesel,Handgeschakeld,4,4,1248,1135,14.5,163,5,23,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opel,grijs,Gray,3 (2K-5K),2500.0,opel,Germany
7904,9897,2 (1K-2K),chrysler,2002,145002,141,hatchback,grijs,benzine,Handgeschakeld,5,4,1996,1325,9.6,190,5,100,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chrysler,grijs,Gray,2 (1K-2K),1500.0,chrysler,United States
7905,9898,3 (2K-5K),suzuki,2011,121304,68,hatchback,grijs,benzine,Handgeschakeld,5,3,996,830,14.0,155,4,7,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suzuki,grijs,Gray,3 (2K-5K),2500.0,suzuki,Japan
7906,9899,4 (5K-10K),škoda,2008,142104,102,hatchback,grijs,benzine,Handgeschakeld,5,4,1595,1230,12.0,190,5,80,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skoda,grijs,Gray,4 (5K-10K),7500.0,skoda,Czech Republic
7907,9900,2 (1K-2K),renault,2001,170427,207,stationwagon,grijs,benzine,Automaat,4,6,2946,,83.0,,5,,Euro3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,renault,grijs,Gray,2 (1K-2K),1500.0,renault,France
7908,9901,3 (2K-5K),opel,2005,272880,101,stationwagon,grijs,benzine,Handgeschakeld,4,4,1598,,,176,7,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,opel,grijs,Gray,3 (2K-5K),2500.0,opel,Germany
7909,9902,2 (1K-2K),fiat,2004,152333,60,hatchback,wit,benzine,Handgeschakeld,2,4,1242,,,155,5,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,fiat,wit,White,2 (1K-2K),1500.0,fiat,Italy
7910,9903,6 (> 15K),nissan,2012,149718,117,,grijs,benzine,Handgeschakeld,,4,1598,1225,11.9,181,5,43,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,nissan,grijs,Gray,6 (> 15K),,nissan,Japan
7911,9904,1 (< 1K),s40,1999,239945,125,sedan,blauw,benzine,Handgeschakeld,4,4,1834,1290,10.5,200,5,68,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,blauw,Blue,1 (< 1K),500.0,,
7912,9905,2 (1K-2K),307,2002,234100,109,hatchback,blauw,benzine,Handgeschakeld,5,4,1587,1168,10.7,190,5,73,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,blauw,Blue,2 (1K-2K),1500.0,,
7913,9906,6 (> 15K),kia,2014,79871,135,mpv,grijs,benzine,Handgeschakeld,5,4,1591,1383,11.0,185,7,53,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kia,grijs,Gray,6 (> 15K),,kia,South Korea
7914,9907,4 (5K-10K),volkswagen,2006,123452,170,hatchback,zwart,benzine,Automaat,5,4,1390,1299,7.9,220,5,76,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volkswagen,zwart,Black,4 (5K-10K),7500.0,volkswagen,Germany
7915,9908,4 (5K-10K),peugeot,2015,21543,68,hatchback,grijs,benzine,Handgeschakeld,5,3,998,815,,,4,255,Euro5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,peugeot,grijs,Gray,4 (5K-10K),7500.0,peugeot,France
7916,9909,6 (> 15K),volvo,2012,149250,150,stationwagon,zwart,benzine,Handgeschakeld,5,4,1596,1437,9.6,200,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,volvo,zwart,Black,6 (> 15K),,volvo,South Korea
7917,9910,3 (2K-5K),volkswagen,1999,140760,116,hatchback,grijs,benzine,Handgeschakeld,3,4,1984,1260,11.6,179,4,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,volkswagen,grijs,Gray,3 (2K-5K),2500.0,volkswagen,Germany
